,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,level_0,index,song,artist,track_id
5878,0.545,0.253,2,-17.953,0,0.033,0.771,0.922,0.108,0.0529,115.848,audio_features,2jpL7mFOMzRnbaSj790BfQ,spotify:track:2jpL7mFOMzRnbaSj790BfQ,https://api.spotify.com/v1/tracks/2jpL7mFOMzRnbaSj790BfQ,https://api.spotify.com/v1/audio-analysis/2jpL7mFOMzRnbaSj790BfQ,222000,4,5878,6041,Hypnagogia Well,Monocle Twins,2jpL7mFOMzRnbaSj790BfQ
5879,0.465,0.12,7,-19.328,1,0.0386,0.633,0.937,0.085,0.0659,72.021,audio_features,7rpGOF9MwCP2Oaz9yDO452,spotify:track:7rpGOF9MwCP2Oaz9yDO452,https://api.spotify.com/v1/tracks/7rpGOF9MwCP2Oaz9yDO452,https://api.spotify.com/v1/audio-analysis/7rpGOF9MwCP2Oaz9yDO452,182079,4,5879,6042,Water Colors,Star Slide,7rpGOF9MwCP2Oaz9yDO452
5880,0.616,0.292,2,-16.837,0,0.0423,0.966,0.927,0.0955,0.0633,127.008,audio_features,02QoKc20zzH9A8mf25NfPq,spotify:track:02QoKc20zzH9A8mf25NfPq,https://api.spotify.com/v1/tracks/02QoKc20zzH9A8mf25NfPq,https://api.spotify.com/v1/audio-analysis/02QoKc20zzH9A8mf25NfPq,125500,1,5880,6043,Presence,Van Stiles,02QoKc20zzH9A8mf25NfPq
5881,0.247,0.231,1,-19.639,0,0.0328,0.622,0.87,0.0878,0.0485,174.014,audio_features,4fItBSHKBcgKWixN1Idie5,spotify:track:4fItBSHKBcgKWixN1Idie5,https://api.spotify.com/v1/tracks/4fItBSHKBcgKWixN1Idie5,https://api.spotify.com/v1/audio-analysis/4fItBSHKBcgKWixN1Idie5,180690,4,5881,6044,Kaolnite,Burgundy Skies,4fItBSHKBcgKWixN1Idie5
5882,0.479,0.346,9,-17.916,0,0.0306,0.918,0.929,0.111,0.23,143.965,audio_features,32dZxkZtsF5Vt3PrJQuV2i,spotify:track:32dZxkZtsF5Vt3PrJQuV2i,https://api.spotify.com/v1/tracks/32dZxkZtsF5Vt3PrJQuV2i,https://api.spotify.com/v1/audio-analysis/32dZxkZtsF5Vt3PrJQuV2i,194496,4,5882,6045,North Captiva,Lundegard,32dZxkZtsF5Vt3PrJQuV2i
5883,0.265,0.035,4,-26.502,0,0.0359,0.906,0.89,0.0932,0.0651,132.972,audio_features,42BtxDRqFTbE6Jb6rd9QOZ,spotify:track:42BtxDRqFTbE6Jb6rd9QOZ,https://api.spotify.com/v1/tracks/42BtxDRqFTbE6Jb6rd9QOZ,https://api.spotify.com/v1/audio-analysis/42BtxDRqFTbE6Jb6rd9QOZ,162829,4,5883,6046,Auburn Sky,Toledo Rains,42BtxDRqFTbE6Jb6rd9QOZ
5884,0.446,0.0586,8,-26.416,1,0.0416,0.801,0.85,0.0876,0.111,124.019,audio_features,4CFlaEtdgeu4mFmnUApAyl,spotify:track:4CFlaEtdgeu4mFmnUApAyl,https://api.spotify.com/v1/tracks/4CFlaEtdgeu4mFmnUApAyl,https://api.spotify.com/v1/audio-analysis/4CFlaEtdgeu4mFmnUApAyl,260565,4,5884,6047,Bortom Träden,Erik Reno,4CFlaEtdgeu4mFmnUApAyl
5885,0.435,0.154,6,-21.451,1,0.0367,0.977,0.85,0.0728,0.0799,148.1,audio_features,3RlwtjeKhemCfiPvwMFozS,spotify:track:3RlwtjeKhemCfiPvwMFozS,https://api.spotify.com/v1/tracks/3RlwtjeKhemCfiPvwMFozS,https://api.spotify.com/v1/audio-analysis/3RlwtjeKhemCfiPvwMFozS,150405,4,5885,6048,Malibu,Matthew Harvey,3RlwtjeKhemCfiPvwMFozS
5886,0.249,0.129,4,-18.167,1,0.0324,0.945,0.839,0.17,0.253,70.59,audio_features,5DP6ow4t5Mmfge0fMRhSJD,spotify:track:5DP6ow4t5Mmfge0fMRhSJD,https://api.spotify.com/v1/tracks/5DP6ow4t5Mmfge0fMRhSJD,https://api.spotify.com/v1/audio-analysis/5DP6ow4t5Mmfge0fMRhSJD,121070,5,5886,6049,Bloom,Hilder Sky,5DP6ow4t5Mmfge0fMRhSJD
5887,0.575,0.373,11,-11.642,0,0.0279,0.197,0.898,0.0753,0.123,74.975,audio_features,0efOqjQkOgWPEZTzAZSB6j,spotify:track:0efOqjQkOgWPEZTzAZSB6j,https://api.spotify.com/v1/tracks/0efOqjQkOgWPEZTzAZSB6j,https://api.spotify.com/v1/audio-analysis/0efOqjQkOgWPEZTzAZSB6j,166927,4,5887,6050,Los Feliz,Search For Atlantis,0efOqjQkOgWPEZTzAZSB6j
5888,0.109,0.0418,9,-24.295,1,0.0435,0.793,0.903,0.115,0.0828,70.205,audio_features,6ZEfWrG6f2LCm3gs03Ugsj,spotify:track:6ZEfWrG6f2LCm3gs03Ugsj,https://api.spotify.com/v1/tracks/6ZEfWrG6f2LCm3gs03Ugsj,https://api.spotify.com/v1/audio-analysis/6ZEfWrG6f2LCm3gs03Ugsj,265125,3,5888,6051,Big Sleep,12dust,6ZEfWrG6f2LCm3gs03Ugsj
5889,0.261,0.25,7,-18.526,1,0.0339,0.474,0.893,0.0882,0.0827,153.045,audio_features,1XtkmIXg2o5SqOrNI8Szvk,spotify:track:1XtkmIXg2o5SqOrNI8Szvk,https://api.spotify.com/v1/tracks/1XtkmIXg2o5SqOrNI8Szvk,https://api.spotify.com/v1/audio-analysis/1XtkmIXg2o5SqOrNI8Szvk,165269,4,5889,6053,Placidity,Estado De Calma,1XtkmIXg2o5SqOrNI8Szvk
5890,0.301,0.189,9,-16.072,1,0.0351,0.99,0.893,0.106,0.0379,139.894,audio_features,1C2JiKNMjv8FaZlrgwObBJ,spotify:track:1C2JiKNMjv8FaZlrgwObBJ,https://api.spotify.com/v1/tracks/1C2JiKNMjv8FaZlrgwObBJ,https://api.spotify.com/v1/audio-analysis/1C2JiKNMjv8FaZlrgwObBJ,234000,4,5890,6054,Light Year,Evan Michael Brown,1C2JiKNMjv8FaZlrgwObBJ
5891,0.482,0.0257,9,-26.303,1,0.0323,0.958,0.923,0.104,0.144,109.98,audio_features,0gUAGl4nHShy1dzHikQKKU,spotify:track:0gUAGl4nHShy1dzHikQKKU,https://api.spotify.com/v1/tracks/0gUAGl4nHShy1dzHikQKKU,https://api.spotify.com/v1/audio-analysis/0gUAGl4nHShy1dzHikQKKU,170959,4,5891,6055,Crystal Shores,Dean Valio,0gUAGl4nHShy1dzHikQKKU
5892,0.273,0.161,4,-17.727,1,0.053,0.238,0.481,0.133,0.0503,113.89,audio_features,3DZ7DFolE5U2xEGIzFjeGo,spotify:track:3DZ7DFolE5U2xEGIzFjeGo,https://api.spotify.com/v1/tracks/3DZ7DFolE5U2xEGIzFjeGo,https://api.spotify.com/v1/audio-analysis/3DZ7DFolE5U2xEGIzFjeGo,190526,4,5892,6056,Focus,Light of Sun,3DZ7DFolE5U2xEGIzFjeGo
5893,0.516,0.177,3,-20.473,1,0.0312,0.84,0.817,0.135,0.132,94.994,audio_features,1z7GhYG0KqAmebdLfuoYho,spotify:track:1z7GhYG0KqAmebdLfuoYho,https://api.spotify.com/v1/tracks/1z7GhYG0KqAmebdLfuoYho,https://api.spotify.com/v1/audio-analysis/1z7GhYG0KqAmebdLfuoYho,160105,3,5893,6057,Woodland Heart,Ghost Of Summer,1z7GhYG0KqAmebdLfuoYho
5894,0.475,0.109,2,-29.839,1,0.0303,0.995,0.948,0.127,0.405,99.008,audio_features,7d44sL4znFm5HZ6ltUVqbI,spotify:track:7d44sL4znFm5HZ6ltUVqbI,https://api.spotify.com/v1/tracks/7d44sL4znFm5HZ6ltUVqbI,https://api.spotify.com/v1/audio-analysis/7d44sL4znFm5HZ6ltUVqbI,204625,4,5894,6058,Follow me,Andre Ehmann,7d44sL4znFm5HZ6ltUVqbI
5895,0.319,0.122,4,-16.69,1,0.0373,0.937,0.905,0.167,0.214,70.263,audio_features,22KKy6ftT0i4nyGNCbwc1B,spotify:track:22KKy6ftT0i4nyGNCbwc1B,https://api.spotify.com/v1/tracks/22KKy6ftT0i4nyGNCbwc1B,https://api.spotify.com/v1/audio-analysis/22KKy6ftT0i4nyGNCbwc1B,118321,4,5895,6059,Petrichor,Cecelya,22KKy6ftT0i4nyGNCbwc1B
5896,0.421,0.136,11,-23.521,1,0.0305,0.94,0.89,0.113,0.0505,110.036,audio_features,7bKMZYXVYzGMvnHiRDCmjy,spotify:track:7bKMZYXVYzGMvnHiRDCmjy,https://api.spotify.com/v1/tracks/7bKMZYXVYzGMvnHiRDCmjy,https://api.spotify.com/v1/audio-analysis/7bKMZYXVYzGMvnHiRDCmjy,162086,4,5896,6060,Clear Skies,Dhyana Thomas,7bKMZYXVYzGMvnHiRDCmjy
5897,0.479,0.221,6,-19.689,1,0.0325,0.771,0.856,0.101,0.089,115.965,audio_features,7FORBAxm1qwuwbYo7Rtz42,spotify:track:7FORBAxm1qwuwbYo7Rtz42,https://api.spotify.com/v1/tracks/7FORBAxm1qwuwbYo7Rtz42,https://api.spotify.com/v1/audio-analysis/7FORBAxm1qwuwbYo7Rtz42,158666,4,5897,6061,In This Moment,Lucas Delphy,7FORBAxm1qwuwbYo7Rtz42
5898,0.303,0.00338,4,-30.932,0,0.0493,0.909,0.89,0.116,0.347,50.96,audio_features,2IXJyG1DX93g2EhFXghz37,spotify:track:2IXJyG1DX93g2EhFXghz37,https://api.spotify.com/v1/tracks/2IXJyG1DX93g2EhFXghz37,https://api.spotify.com/v1/audio-analysis/2IXJyG1DX93g2EhFXghz37,102373,4,5898,6062,The Choice,Gustavo Santaolalla,2IXJyG1DX93g2EhFXghz37
5899,0.437,0.0465,0,-26.779,1,0.0435,0.894,0.923,0.12,0.1,119.958,audio_features,7u7dK1IXsG4jdB6bK9PCFm,spotify:track:7u7dK1IXsG4jdB6bK9PCFm,https://api.spotify.com/v1/tracks/7u7dK1IXsG4jdB6bK9PCFm,https://api.spotify.com/v1/audio-analysis/7u7dK1IXsG4jdB6bK9PCFm,258929,4,5899,6063,Lucid Alchemy,Ruud Vanderwege,7u7dK1IXsG4jdB6bK9PCFm
5900,0.253,0.203,11,-16.256,1,0.0484,0.834,0.859,0.109,0.147,59.99,audio_features,4YS6FM8lct3QyV2oGIrCp4,spotify:track:4YS6FM8lct3QyV2oGIrCp4,https://api.spotify.com/v1/tracks/4YS6FM8lct3QyV2oGIrCp4,https://api.spotify.com/v1/audio-analysis/4YS6FM8lct3QyV2oGIrCp4,240000,4,5900,6064,Under The Wind,The Tides,4YS6FM8lct3QyV2oGIrCp4
5901,0.268,0.0234,0,-27.141,1,0.0487,0.995,0.929,0.0975,0.0382,99.734,audio_features,6oJIMUBDopuFljMNBFrq9Z,spotify:track:6oJIMUBDopuFljMNBFrq9Z,https://api.spotify.com/v1/tracks/6oJIMUBDopuFljMNBFrq9Z,https://api.spotify.com/v1/audio-analysis/6oJIMUBDopuFljMNBFrq9Z,138629,4,5901,6065,Progress,Ever So Blue,6oJIMUBDopuFljMNBFrq9Z
5902,0.318,0.0466,1,-20.373,0,0.0347,0.93,0.936,0.201,0.0384,73.629,audio_features,2AvDzQfRf5Bx8PX0qRWLRc,spotify:track:2AvDzQfRf5Bx8PX0qRWLRc,https://api.spotify.com/v1/tracks/2AvDzQfRf5Bx8PX0qRWLRc,https://api.spotify.com/v1/audio-analysis/2AvDzQfRf5Bx8PX0qRWLRc,176797,4,5902,6066,In the Clouds,Astron,2AvDzQfRf5Bx8PX0qRWLRc
5903,0.202,0.0374,0,-24.547,1,0.0398,0.926,0.885,0.0751,0.0656,71.223,audio_features,2uI1UogKvnueZl7Xg38UWK,spotify:track:2uI1UogKvnueZl7Xg38UWK,https://api.spotify.com/v1/tracks/2uI1UogKvnueZl7Xg38UWK,https://api.spotify.com/v1/audio-analysis/2uI1UogKvnueZl7Xg38UWK,198304,4,5903,6067,Farnley Lane,The Sleepwalkers,2uI1UogKvnueZl7Xg38UWK
5904,0.515,0.273,11,-14.711,0,0.038,0.712,0.867,0.11,0.0869,180.294,audio_features,6X2e0p6D4xOhHqFYFYNHAu,spotify:track:6X2e0p6D4xOhHqFYFYNHAu,https://api.spotify.com/v1/tracks/6X2e0p6D4xOhHqFYFYNHAu,https://api.spotify.com/v1/audio-analysis/6X2e0p6D4xOhHqFYFYNHAu,174000,4,5904,6068,Memory Tree,Amparo,6X2e0p6D4xOhHqFYFYNHAu
5905,0.245,0.0349,9,-27.828,0,0.0358,0.763,0.938,0.104,0.039,84.674,audio_features,2PlPzw2QFgaGfGNxf6yxf4,spotify:track:2PlPzw2QFgaGfGNxf6yxf4,https://api.spotify.com/v1/tracks/2PlPzw2QFgaGfGNxf6yxf4,https://api.spotify.com/v1/audio-analysis/2PlPzw2QFgaGfGNxf6yxf4,123354,5,5905,6069,Drifting,Silje Månsson,2PlPzw2QFgaGfGNxf6yxf4
5906,0.281,0.00943,10,-22.661,1,0.0374,0.995,0.964,0.116,0.0384,70.348,audio_features,0VZSqwbrOlZxOEakvAQX5a,spotify:track:0VZSqwbrOlZxOEakvAQX5a,https://api.spotify.com/v1/tracks/0VZSqwbrOlZxOEakvAQX5a,https://api.spotify.com/v1/audio-analysis/0VZSqwbrOlZxOEakvAQX5a,145475,5,5906,6070,Arriving,Hilder Sky,0VZSqwbrOlZxOEakvAQX5a
5907,0.18,0.18,1,-22.439,1,0.0324,0.917,0.94,0.112,0.0713,64.105,audio_features,1h7XRTgZYY0TYDjYDnLfju,spotify:track:1h7XRTgZYY0TYDjYDnLfju,https://api.spotify.com/v1/tracks/1h7XRTgZYY0TYDjYDnLfju,https://api.spotify.com/v1/audio-analysis/1h7XRTgZYY0TYDjYDnLfju,141581,4,5907,6071,Moment of Clarity,Light Bin,1h7XRTgZYY0TYDjYDnLfju
5908,0.176,0.117,7,-22.34,1,0.0401,0.826,0.885,0.124,0.142,76.125,audio_features,5H14dJbhKeaU1ffTMmIGJi,spotify:track:5H14dJbhKeaU1ffTMmIGJi,https://api.spotify.com/v1/tracks/5H14dJbhKeaU1ffTMmIGJi,https://api.spotify.com/v1/audio-analysis/5H14dJbhKeaU1ffTMmIGJi,142074,4,5908,6072,Observations From A Faraway Place,Rannar Sillard,5H14dJbhKeaU1ffTMmIGJi
5909,0.354,0.104,0,-25.589,1,0.0353,0.645,0.781,0.111,0.0655,138.066,audio_features,6JVIfxPhQXAyPcA2Ro94HX,spotify:track:6JVIfxPhQXAyPcA2Ro94HX,https://api.spotify.com/v1/tracks/6JVIfxPhQXAyPcA2Ro94HX,https://api.spotify.com/v1/audio-analysis/6JVIfxPhQXAyPcA2Ro94HX,155353,4,5909,6073,Sunbleached Memory,Toledo Rains,6JVIfxPhQXAyPcA2Ro94HX
5910,0.28,0.0966,10,-25.846,1,0.0386,0.97,0.708,0.0968,0.112,94.254,audio_features,5HCMc28iow2u67EgxHejfZ,spotify:track:5HCMc28iow2u67EgxHejfZ,https://api.spotify.com/v1/tracks/5HCMc28iow2u67EgxHejfZ,https://api.spotify.com/v1/audio-analysis/5HCMc28iow2u67EgxHejfZ,131277,4,5910,6074,Chasing Love,Mondbery,5HCMc28iow2u67EgxHejfZ
5911,0.331,0.0778,9,-16.176,0,0.0389,0.941,0.919,0.101,0.0666,106.781,audio_features,45RDZot29LxXjoTpdayF7w,spotify:track:45RDZot29LxXjoTpdayF7w,https://api.spotify.com/v1/tracks/45RDZot29LxXjoTpdayF7w,https://api.spotify.com/v1/audio-analysis/45RDZot29LxXjoTpdayF7w,130069,1,5911,6075,Waiting,Sheltered Solitude,45RDZot29LxXjoTpdayF7w
5912,0.128,0.0672,2,-25.511,1,0.0411,0.974,0.863,0.103,0.0971,179.527,audio_features,0mEtQh163dmE6NjbaPqf6o,spotify:track:0mEtQh163dmE6NjbaPqf6o,https://api.spotify.com/v1/tracks/0mEtQh163dmE6NjbaPqf6o,https://api.spotify.com/v1/audio-analysis/0mEtQh163dmE6NjbaPqf6o,127094,4,5912,6076,Last Night,Jedisol,0mEtQh163dmE6NjbaPqf6o
5913,0.336,0.0866,6,-23.381,1,0.0334,0.749,0.765,0.125,0.0601,63.942,audio_features,237AfZdkhsFMTS2mbafjpG,spotify:track:237AfZdkhsFMTS2mbafjpG,https://api.spotify.com/v1/tracks/237AfZdkhsFMTS2mbafjpG,https://api.spotify.com/v1/audio-analysis/237AfZdkhsFMTS2mbafjpG,165327,4,5913,6077,L'anniversaire,William Keats,237AfZdkhsFMTS2mbafjpG
5914,0.488,0.0549,11,-26.054,0,0.0376,0.987,0.943,0.0753,0.122,65.011,audio_features,7hQiWMz4Xisr6c5VdBsPKT,spotify:track:7hQiWMz4Xisr6c5VdBsPKT,https://api.spotify.com/v1/tracks/7hQiWMz4Xisr6c5VdBsPKT,https://api.spotify.com/v1/audio-analysis/7hQiWMz4Xisr6c5VdBsPKT,129200,4,5914,6078,Final Mid,Sebastián Escofet,7hQiWMz4Xisr6c5VdBsPKT
5915,0.435,0.0564,5,-27.616,0,0.0369,0.99,0.943,0.113,0.127,110.006,audio_features,4tnWEXeAgZWTRULCkJ6IGL,spotify:track:4tnWEXeAgZWTRULCkJ6IGL,https://api.spotify.com/v1/tracks/4tnWEXeAgZWTRULCkJ6IGL,https://api.spotify.com/v1/audio-analysis/4tnWEXeAgZWTRULCkJ6IGL,155485,4,5915,6079,they sink,Ólafur Arnalds,4tnWEXeAgZWTRULCkJ6IGL
5916,0.64,0.347,0,-15.126,0,0.0382,0.766,0.924,0.1,0.0749,115.013,audio_features,2MlOFHc3MfkTIRVGGCM4HL,spotify:track:2MlOFHc3MfkTIRVGGCM4HL,https://api.spotify.com/v1/tracks/2MlOFHc3MfkTIRVGGCM4HL,https://api.spotify.com/v1/audio-analysis/2MlOFHc3MfkTIRVGGCM4HL,189041,4,5916,6080,Ether,Jakob Ahlbom,2MlOFHc3MfkTIRVGGCM4HL
5917,0.189,0.0854,8,-22.918,1,0.0496,0.957,0.918,0.118,0.0363,161.119,audio_features,49LQIdr4hToVH3JdvzTQYC,spotify:track:49LQIdr4hToVH3JdvzTQYC,https://api.spotify.com/v1/tracks/49LQIdr4hToVH3JdvzTQYC,https://api.spotify.com/v1/audio-analysis/49LQIdr4hToVH3JdvzTQYC,194836,3,5917,6081,Soft Upon Your Face,Ave Air,49LQIdr4hToVH3JdvzTQYC
5918,0.581,0.284,0,-17.132,0,0.0319,0.971,0.942,0.19,0.249,119.991,audio_features,6e21HGKZqkwYjddfKCnstu,spotify:track:6e21HGKZqkwYjddfKCnstu,https://api.spotify.com/v1/tracks/6e21HGKZqkwYjddfKCnstu,https://api.spotify.com/v1/audio-analysis/6e21HGKZqkwYjddfKCnstu,190000,4,5918,6082,Dreams Of Another Reality,August Wilhelmsson,6e21HGKZqkwYjddfKCnstu
5919,0.33,0.395,0,-13.337,1,0.0306,0.912,0.947,0.107,0.0398,112.799,audio_features,10PRcEnKj8J3m13s1wvjiI,spotify:track:10PRcEnKj8J3m13s1wvjiI,https://api.spotify.com/v1/tracks/10PRcEnKj8J3m13s1wvjiI,https://api.spotify.com/v1/audio-analysis/10PRcEnKj8J3m13s1wvjiI,174756,4,5919,6083,Cotton Spheres,Lama House,10PRcEnKj8J3m13s1wvjiI
5920,0.204,0.0829,5,-25.513,1,0.0387,0.992,0.899,0.104,0.0469,86.135,audio_features,0ulkiXChe3pH4UMxuTvXje,spotify:track:0ulkiXChe3pH4UMxuTvXje,https://api.spotify.com/v1/tracks/0ulkiXChe3pH4UMxuTvXje,https://api.spotify.com/v1/audio-analysis/0ulkiXChe3pH4UMxuTvXje,115494,4,5920,6084,Before Leaving,Gradient Layer,0ulkiXChe3pH4UMxuTvXje
5921,0.492,0.237,7,-18.108,1,0.0331,0.915,0.883,0.125,0.0519,116.083,audio_features,2IqOZtwGjYV9sko1NCzbKI,spotify:track:2IqOZtwGjYV9sko1NCzbKI,https://api.spotify.com/v1/tracks/2IqOZtwGjYV9sko1NCzbKI,https://api.spotify.com/v1/audio-analysis/2IqOZtwGjYV9sko1NCzbKI,231724,4,5921,6085,White Waves,Cooper Sams,2IqOZtwGjYV9sko1NCzbKI
5922,0.236,0.257,9,-16.112,1,0.0339,0.838,0.83,0.112,0.153,137.626,audio_features,7pR7yPgbYcipmTUHT5g68p,spotify:track:7pR7yPgbYcipmTUHT5g68p,https://api.spotify.com/v1/tracks/7pR7yPgbYcipmTUHT5g68p,https://api.spotify.com/v1/audio-analysis/7pR7yPgbYcipmTUHT5g68p,130025,5,5922,6086,Dakota,Sheltered Solitude,7pR7yPgbYcipmTUHT5g68p
5923,0.223,0.119,3,-18.846,1,0.0334,0.909,0.92,0.146,0.185,67.798,audio_features,6oMUXEiKVDyaXdcJ2YVnuj,spotify:track:6oMUXEiKVDyaXdcJ2YVnuj,https://api.spotify.com/v1/tracks/6oMUXEiKVDyaXdcJ2YVnuj,https://api.spotify.com/v1/audio-analysis/6oMUXEiKVDyaXdcJ2YVnuj,135575,4,5923,6087,Gloaming,Cecelya,6oMUXEiKVDyaXdcJ2YVnuj
5924,0.355,0.074,2,-17.67,1,0.0317,0.976,0.928,0.0892,0.0605,77.003,audio_features,6Xcbf5km5dY2xqnDctdjMx,spotify:track:6Xcbf5km5dY2xqnDctdjMx,https://api.spotify.com/v1/tracks/6Xcbf5km5dY2xqnDctdjMx,https://api.spotify.com/v1/audio-analysis/6Xcbf5km5dY2xqnDctdjMx,197667,4,5924,6088,Overture,Lights & Motion,6Xcbf5km5dY2xqnDctdjMx
5925,0.365,0.0874,9,-20.689,1,0.0321,0.957,0.97,0.0795,0.0368,97.844,audio_features,3lgNEhD9fL7vLnbZXa9e7s,spotify:track:3lgNEhD9fL7vLnbZXa9e7s,https://api.spotify.com/v1/tracks/3lgNEhD9fL7vLnbZXa9e7s,https://api.spotify.com/v1/audio-analysis/3lgNEhD9fL7vLnbZXa9e7s,190804,4,5925,6089,"2 Nights, a Whisper",Arylith,3lgNEhD9fL7vLnbZXa9e7s
5926,0.591,0.101,7,-27.437,1,0.036,0.967,0.916,0.0803,0.279,133.324,audio_features,6Ek1kkD60Zhl6dzkcy2Xaj,spotify:track:6Ek1kkD60Zhl6dzkcy2Xaj,https://api.spotify.com/v1/tracks/6Ek1kkD60Zhl6dzkcy2Xaj,https://api.spotify.com/v1/audio-analysis/6Ek1kkD60Zhl6dzkcy2Xaj,144375,4,5926,6090,Yatta,Fukase Junichiro,6Ek1kkD60Zhl6dzkcy2Xaj
5927,0.179,0.0586,2,-17.371,1,0.0362,0.919,0.894,0.097,0.0852,74.223,audio_features,1YU1xwcePnMHo0H5MI9gtm,spotify:track:1YU1xwcePnMHo0H5MI9gtm,https://api.spotify.com/v1/tracks/1YU1xwcePnMHo0H5MI9gtm,https://api.spotify.com/v1/audio-analysis/1YU1xwcePnMHo0H5MI9gtm,175150,4,5927,6091,October Skies,Ebb & Flod,1YU1xwcePnMHo0H5MI9gtm
5928,0.168,0.224,10,-18.379,1,0.0421,0.448,0.799,0.0974,0.039,68.731,audio_features,62rlNsIU6VgkRCSqH4BKEu,spotify:track:62rlNsIU6VgkRCSqH4BKEu,https://api.spotify.com/v1/tracks/62rlNsIU6VgkRCSqH4BKEu,https://api.spotify.com/v1/audio-analysis/62rlNsIU6VgkRCSqH4BKEu,155867,3,5928,6092,Seeming,Helios,62rlNsIU6VgkRCSqH4BKEu
5929,0.558,0.263,6,-18.289,0,0.0341,0.994,0.941,0.11,0.0523,111.364,audio_features,2dqeTHHeyLioSSCn9L3xbc,spotify:track:2dqeTHHeyLioSSCn9L3xbc,https://api.spotify.com/v1/tracks/2dqeTHHeyLioSSCn9L3xbc,https://api.spotify.com/v1/audio-analysis/2dqeTHHeyLioSSCn9L3xbc,116007,3,5929,6093,Timeless,Orchestrate the Universe,2dqeTHHeyLioSSCn9L3xbc
5930,0.58,0.123,5,-27.519,1,0.0328,0.89,0.86,0.0939,0.102,140.001,audio_features,1RiLeuzt9obdImY1RXp5rQ,spotify:track:1RiLeuzt9obdImY1RXp5rQ,https://api.spotify.com/v1/tracks/1RiLeuzt9obdImY1RXp5rQ,https://api.spotify.com/v1/audio-analysis/1RiLeuzt9obdImY1RXp5rQ,179000,4,5930,6094,Saoirse,Symon van Gent,1RiLeuzt9obdImY1RXp5rQ
5931,0.301,0.198,10,-18.721,0,0.0314,0.889,0.871,0.104,0.04,136.903,audio_features,7tZku9Vp402YZ4wW2UYLU3,spotify:track:7tZku9Vp402YZ4wW2UYLU3,https://api.spotify.com/v1/tracks/7tZku9Vp402YZ4wW2UYLU3,https://api.spotify.com/v1/audio-analysis/7tZku9Vp402YZ4wW2UYLU3,232221,1,5931,6095,Bless Those Tired Eyes,Clem Leek,7tZku9Vp402YZ4wW2UYLU3
5932,0.263,0.135,7,-20.09,1,0.0413,0.983,0.971,0.0923,0.31,77.288,audio_features,6dRo3av1dw6j1IrdKZaCQL,spotify:track:6dRo3av1dw6j1IrdKZaCQL,https://api.spotify.com/v1/tracks/6dRo3av1dw6j1IrdKZaCQL,https://api.spotify.com/v1/audio-analysis/6dRo3av1dw6j1IrdKZaCQL,219512,4,5932,6096,Willow - Instrumental Version,Seth Luke,6dRo3av1dw6j1IrdKZaCQL
5933,0.177,0.142,4,-17.966,1,0.0418,0.919,0.916,0.0783,0.0351,119.985,audio_features,2qwUHXTpXXDGuCpjbssBdQ,spotify:track:2qwUHXTpXXDGuCpjbssBdQ,https://api.spotify.com/v1/tracks/2qwUHXTpXXDGuCpjbssBdQ,https://api.spotify.com/v1/audio-analysis/2qwUHXTpXXDGuCpjbssBdQ,418349,3,5933,6097,Untethering,Sea Oleena,2qwUHXTpXXDGuCpjbssBdQ
5934,0.442,0.207,7,-20.103,1,0.0364,0.933,0.969,0.305,0.093,101.65,audio_features,0Mx4zIk3PqzD8Fne4KSssM,spotify:track:0Mx4zIk3PqzD8Fne4KSssM,https://api.spotify.com/v1/tracks/0Mx4zIk3PqzD8Fne4KSssM,https://api.spotify.com/v1/audio-analysis/0Mx4zIk3PqzD8Fne4KSssM,191360,4,5934,6098,Sunbathing,Lush,0Mx4zIk3PqzD8Fne4KSssM
5935,0.0862,0.222,9,-20.901,1,0.0441,0.893,0.795,0.11,0.109,202.983,audio_features,6Qyy9fqDBBZyl90snerjl0,spotify:track:6Qyy9fqDBBZyl90snerjl0,https://api.spotify.com/v1/tracks/6Qyy9fqDBBZyl90snerjl0,https://api.spotify.com/v1/audio-analysis/6Qyy9fqDBBZyl90snerjl0,281453,4,5935,6099,Undercurrent,Windy & Carl,6Qyy9fqDBBZyl90snerjl0
5936,0.141,0.0173,2,-29.811,1,0.0483,0.994,0.939,0.112,0.0328,70.581,audio_features,2d3Mr1U4jskIPwxj4OV5ut,spotify:track:2d3Mr1U4jskIPwxj4OV5ut,https://api.spotify.com/v1/tracks/2d3Mr1U4jskIPwxj4OV5ut,https://api.spotify.com/v1/audio-analysis/2d3Mr1U4jskIPwxj4OV5ut,140500,3,5936,6100,Wander,Threading,2d3Mr1U4jskIPwxj4OV5ut
5937,0.174,0.266,11,-14.468,0,0.0334,0.986,0.922,0.102,0.0718,82.726,audio_features,6MWnAibO1HAEhlrHoH1kNi,spotify:track:6MWnAibO1HAEhlrHoH1kNi,https://api.spotify.com/v1/tracks/6MWnAibO1HAEhlrHoH1kNi,https://api.spotify.com/v1/audio-analysis/6MWnAibO1HAEhlrHoH1kNi,394560,4,5937,6101,Lazy Calm,Cocteau Twins,6MWnAibO1HAEhlrHoH1kNi
