,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,level_0,index,song,artist,track_id
913,0.295,0.181,1,-14.248,1,0.0297,0.642,0.835,0.111,0.0624,134.596,audio_features,122EWbjLx9gYysvIscsZRe,spotify:track:122EWbjLx9gYysvIscsZRe,https://api.spotify.com/v1/tracks/122EWbjLx9gYysvIscsZRe,https://api.spotify.com/v1/audio-analysis/122EWbjLx9gYysvIscsZRe,169147,4,913,913,Train in New York,Dustin O'Halloran,122EWbjLx9gYysvIscsZRe
914,0.121,0.147,0,-16.843,0,0.0384,0.93,0.939,0.158,0.0366,74.451,audio_features,41VwA66JSS45VlgYtXLfEH,spotify:track:41VwA66JSS45VlgYtXLfEH,https://api.spotify.com/v1/tracks/41VwA66JSS45VlgYtXLfEH,https://api.spotify.com/v1/audio-analysis/41VwA66JSS45VlgYtXLfEH,265873,5,914,914,Aurora,Jacob Pavek,41VwA66JSS45VlgYtXLfEH
915,0.43,0.00723,5,-28.045,1,0.0422,0.995,0.918,0.106,0.165,68.191,audio_features,5TQ69mBOhC49tCWTTCWUMG,spotify:track:5TQ69mBOhC49tCWTTCWUMG,https://api.spotify.com/v1/tracks/5TQ69mBOhC49tCWTTCWUMG,https://api.spotify.com/v1/audio-analysis/5TQ69mBOhC49tCWTTCWUMG,399277,4,915,915,Lucida,Thomas Bartlett,5TQ69mBOhC49tCWTTCWUMG
916,0.337,0.0111,0,-27.273,1,0.0456,0.991,0.958,0.0886,0.148,75.69,audio_features,0WzetzBykY3fl41dEJjoYa,spotify:track:0WzetzBykY3fl41dEJjoYa,https://api.spotify.com/v1/tracks/0WzetzBykY3fl41dEJjoYa,https://api.spotify.com/v1/audio-analysis/0WzetzBykY3fl41dEJjoYa,159208,5,916,916,In the Waiting,Chad Lawson,0WzetzBykY3fl41dEJjoYa
917,0.349,0.0208,7,-26.719,1,0.0502,0.993,0.93,0.0854,0.128,68.673,audio_features,6k72nrGlCMKzs5TZXUF9Gp,spotify:track:6k72nrGlCMKzs5TZXUF9Gp,https://api.spotify.com/v1/tracks/6k72nrGlCMKzs5TZXUF9Gp,https://api.spotify.com/v1/audio-analysis/6k72nrGlCMKzs5TZXUF9Gp,281803,4,917,917,Autumn,Rosey Chan,6k72nrGlCMKzs5TZXUF9Gp
918,0.445,0.0793,1,-20.946,1,0.0437,0.981,0.918,0.121,0.124,122.748,audio_features,7DnSEP7pBGcnxtkfRjv5m4,spotify:track:7DnSEP7pBGcnxtkfRjv5m4,https://api.spotify.com/v1/tracks/7DnSEP7pBGcnxtkfRjv5m4,https://api.spotify.com/v1/audio-analysis/7DnSEP7pBGcnxtkfRjv5m4,231804,4,918,918,PAN,Martin Kohlstedt,7DnSEP7pBGcnxtkfRjv5m4
919,0.215,0.102,6,-18.576,1,0.0383,0.982,0.851,0.135,0.0546,97.028,audio_features,5tDvK8nHGn490K4mokboKC,spotify:track:5tDvK8nHGn490K4mokboKC,https://api.spotify.com/v1/tracks/5tDvK8nHGn490K4mokboKC,https://api.spotify.com/v1/audio-analysis/5tDvK8nHGn490K4mokboKC,289040,3,919,919,Shimmering Water,Dan Evmark,5tDvK8nHGn490K4mokboKC
920,0.424,0.022,11,-29.102,1,0.0429,0.987,0.904,0.126,0.154,130.642,audio_features,4ONQLG9voahaGGrKWWbKic,spotify:track:4ONQLG9voahaGGrKWWbKic,https://api.spotify.com/v1/tracks/4ONQLG9voahaGGrKWWbKic,https://api.spotify.com/v1/audio-analysis/4ONQLG9voahaGGrKWWbKic,251573,3,920,920,Nocturne Op.9 No.2,Frédéric Chopin,4ONQLG9voahaGGrKWWbKic
921,0.232,0.0685,3,-21.902,1,0.0471,0.777,0.622,0.142,0.036,75.33,audio_features,3HwrvKobl53LLlWoy1eFSW,spotify:track:3HwrvKobl53LLlWoy1eFSW,https://api.spotify.com/v1/tracks/3HwrvKobl53LLlWoy1eFSW,https://api.spotify.com/v1/audio-analysis/3HwrvKobl53LLlWoy1eFSW,120761,3,921,921,Wild Symphony: The Ray,Dan Brown,3HwrvKobl53LLlWoy1eFSW
922,0.153,0.0231,0,-22.736,1,0.0355,0.938,0.886,0.091,0.0425,76.644,audio_features,0lWBHo6UlkykeDpwAiwOv4,spotify:track:0lWBHo6UlkykeDpwAiwOv4,https://api.spotify.com/v1/tracks/0lWBHo6UlkykeDpwAiwOv4,https://api.spotify.com/v1/audio-analysis/0lWBHo6UlkykeDpwAiwOv4,223326,5,922,922,Waterfelt,Joel Christian Goffin,0lWBHo6UlkykeDpwAiwOv4
923,0.411,0.0189,2,-27.992,0,0.0345,0.976,0.917,0.0986,0.173,108.625,audio_features,5xqYtaFkLcLRe6IWLGoTuL,spotify:track:5xqYtaFkLcLRe6IWLGoTuL,https://api.spotify.com/v1/tracks/5xqYtaFkLcLRe6IWLGoTuL,https://api.spotify.com/v1/audio-analysis/5xqYtaFkLcLRe6IWLGoTuL,246027,3,923,923,Earned It - Solo Piano,Stephan Moccio,5xqYtaFkLcLRe6IWLGoTuL
924,0.186,0.364,5,-8.288,1,0.0377,0.962,0.899,0.101,0.0392,88.955,audio_features,3tN0o0Dl0S7hG3YMDFNDkc,spotify:track:3tN0o0Dl0S7hG3YMDFNDkc,https://api.spotify.com/v1/tracks/3tN0o0Dl0S7hG3YMDFNDkc,https://api.spotify.com/v1/audio-analysis/3tN0o0Dl0S7hG3YMDFNDkc,206400,3,924,924,Intermezzo (Cavalleria Rusticana),Domenico Monleone,3tN0o0Dl0S7hG3YMDFNDkc
925,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,audio_features,43bSKCMWHIuBsUVmQcDX1J,spotify:track:43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/tracks/43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/audio-analysis/43bSKCMWHIuBsUVmQcDX1J,257000,3,925,925,"Rêverie, L. 68: Rêverie",Claude Debussy,43bSKCMWHIuBsUVmQcDX1J
926,0.187,0.0306,5,-27.399,0,0.0404,0.991,0.968,0.0979,0.036,96.639,audio_features,05yzhEWkmVXiigqWfcNTQS,spotify:track:05yzhEWkmVXiigqWfcNTQS,https://api.spotify.com/v1/tracks/05yzhEWkmVXiigqWfcNTQS,https://api.spotify.com/v1/audio-analysis/05yzhEWkmVXiigqWfcNTQS,160227,4,926,926,"Après un rêve, Op. 7, No. 1",Gabriel Fauré,05yzhEWkmVXiigqWfcNTQS
927,0.324,0.018,0,-30.861,1,0.0385,0.994,0.894,0.097,0.111,74.193,audio_features,4NOdC6e1AggrDGeSoX2l4n,spotify:track:4NOdC6e1AggrDGeSoX2l4n,https://api.spotify.com/v1/tracks/4NOdC6e1AggrDGeSoX2l4n,https://api.spotify.com/v1/audio-analysis/4NOdC6e1AggrDGeSoX2l4n,165027,4,927,927,Summer,Ola Gjeilo,4NOdC6e1AggrDGeSoX2l4n
928,0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,audio_features,1XJMRdFSgkrmw2cXLJOD0b,spotify:track:1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/tracks/1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/audio-analysis/1XJMRdFSgkrmw2cXLJOD0b,293520,3,928,928,"3 Visions: No. 2, Summerland",William Grant Still,1XJMRdFSgkrmw2cXLJOD0b
929,0.138,0.0223,10,-31.438,1,0.0459,0.564,0.838,0.11,0.0307,74.101,audio_features,5w85BSnHc2eKHhYKrqaRYP,spotify:track:5w85BSnHc2eKHhYKrqaRYP,https://api.spotify.com/v1/tracks/5w85BSnHc2eKHhYKrqaRYP,https://api.spotify.com/v1/audio-analysis/5w85BSnHc2eKHhYKrqaRYP,365640,4,929,929,Hymn,Valentin Silvestrov,5w85BSnHc2eKHhYKrqaRYP
930,0.447,0.168,4,-22.176,0,0.0335,0.9,0.921,0.371,0.0626,119.998,audio_features,036lUCkO84OSIZuS7tvzby,spotify:track:036lUCkO84OSIZuS7tvzby,https://api.spotify.com/v1/tracks/036lUCkO84OSIZuS7tvzby,https://api.spotify.com/v1/audio-analysis/036lUCkO84OSIZuS7tvzby,290000,4,930,930,HABU (Hunting Hunters),beGun,036lUCkO84OSIZuS7tvzby
931,0.524,0.154,10,-20.798,1,0.0375,0.979,0.906,0.0968,0.107,104.106,audio_features,3cfPJUhO5vuh6ROOKPwKcZ,spotify:track:3cfPJUhO5vuh6ROOKPwKcZ,https://api.spotify.com/v1/tracks/3cfPJUhO5vuh6ROOKPwKcZ,https://api.spotify.com/v1/audio-analysis/3cfPJUhO5vuh6ROOKPwKcZ,225801,4,931,931,Ori & The Will Of The Whisps - Main Theme Piano Version,Gareth Coker,3cfPJUhO5vuh6ROOKPwKcZ
932,0.44,0.00217,9,-44.761,0,0.053,0.987,0.958,0.0731,0.473,126.92,audio_features,0L5WGmfuDp4JgbOnv3eqOg,spotify:track:0L5WGmfuDp4JgbOnv3eqOg,https://api.spotify.com/v1/tracks/0L5WGmfuDp4JgbOnv3eqOg,https://api.spotify.com/v1/audio-analysis/0L5WGmfuDp4JgbOnv3eqOg,77267,4,932,932,Enfantillages pittoresques: II. Berceuse,Erik Satie,0L5WGmfuDp4JgbOnv3eqOg
933,0.0886,0.00191,8,-36.502,0,0.0424,0.972,0.757,0.113,0.18,66.488,audio_features,7MenFyNgpOMMPFmbrvJZqX,spotify:track:7MenFyNgpOMMPFmbrvJZqX,https://api.spotify.com/v1/tracks/7MenFyNgpOMMPFmbrvJZqX,https://api.spotify.com/v1/audio-analysis/7MenFyNgpOMMPFmbrvJZqX,209503,3,933,933,Only in the Dark,Ben Lukas Boysen,7MenFyNgpOMMPFmbrvJZqX
934,0.239,0.377,5,-14.924,0,0.034,0.752,0.826,0.114,0.0384,119.975,audio_features,73Ip6HpFUPgtatcVxy5noX,spotify:track:73Ip6HpFUPgtatcVxy5noX,https://api.spotify.com/v1/tracks/73Ip6HpFUPgtatcVxy5noX,https://api.spotify.com/v1/audio-analysis/73Ip6HpFUPgtatcVxy5noX,324705,4,934,934,Two on the Breakwater,Angus MacRae,73Ip6HpFUPgtatcVxy5noX
935,0.374,0.113,7,-20.557,0,0.0529,0.992,0.917,0.106,0.0419,95.007,audio_features,4imyXxsul98cYFhQyN4D6y,spotify:track:4imyXxsul98cYFhQyN4D6y,https://api.spotify.com/v1/tracks/4imyXxsul98cYFhQyN4D6y,https://api.spotify.com/v1/audio-analysis/4imyXxsul98cYFhQyN4D6y,221680,4,935,935,Nocturne in Tokyo,Remo Anzovino,4imyXxsul98cYFhQyN4D6y
936,0.212,0.241,1,-16.468,1,0.0447,0.905,0.861,0.0903,0.0376,102.453,audio_features,6CWhGUsfC69T6E2IHrpmrO,spotify:track:6CWhGUsfC69T6E2IHrpmrO,https://api.spotify.com/v1/tracks/6CWhGUsfC69T6E2IHrpmrO,https://api.spotify.com/v1/audio-analysis/6CWhGUsfC69T6E2IHrpmrO,137500,4,936,936,Timeless,Sisulu,6CWhGUsfC69T6E2IHrpmrO
937,0.509,0.126,3,-22.956,1,0.0359,0.995,0.942,0.121,0.34,72.702,audio_features,2DCB7vBKleDUerpJErGyr2,spotify:track:2DCB7vBKleDUerpJErGyr2,https://api.spotify.com/v1/tracks/2DCB7vBKleDUerpJErGyr2,https://api.spotify.com/v1/audio-analysis/2DCB7vBKleDUerpJErGyr2,128915,3,937,937,Wishing,Alexis Ffrench,2DCB7vBKleDUerpJErGyr2
938,0.409,0.00211,0,-40.486,1,0.0668,0.996,0.941,0.0652,0.547,72.365,audio_features,6z5Pd7UoLA6e1AlHYeVzqA,spotify:track:6z5Pd7UoLA6e1AlHYeVzqA,https://api.spotify.com/v1/tracks/6z5Pd7UoLA6e1AlHYeVzqA,https://api.spotify.com/v1/audio-analysis/6z5Pd7UoLA6e1AlHYeVzqA,104827,4,938,938,Petite suite en 15 images: Berceuse aux etoiles (Lullaby under the Stars),Jacques Ibert,6z5Pd7UoLA6e1AlHYeVzqA
939,0.375,0.00354,5,-26.445,1,0.0403,0.993,0.94,0.094,0.113,69.517,audio_features,6bn2bf1DSSgePgIVm7O699,spotify:track:6bn2bf1DSSgePgIVm7O699,https://api.spotify.com/v1/tracks/6bn2bf1DSSgePgIVm7O699,https://api.spotify.com/v1/audio-analysis/6bn2bf1DSSgePgIVm7O699,166173,3,939,939,Nimbus,Calle Rasmusson,6bn2bf1DSSgePgIVm7O699
940,0.38,0.00402,2,-34.344,0,0.0446,0.995,0.899,0.0726,0.0597,128.238,audio_features,0DG5cVgVt7821x2rAv0ny2,spotify:track:0DG5cVgVt7821x2rAv0ny2,https://api.spotify.com/v1/tracks/0DG5cVgVt7821x2rAv0ny2,https://api.spotify.com/v1/audio-analysis/0DG5cVgVt7821x2rAv0ny2,251733,4,940,940,"Orfeo ed Euridice, Wq. 30: Danse des champs-elysées ""Mélodie"" (Arr. I. Friedman for Piano)",Christoph Willibald Gluck,0DG5cVgVt7821x2rAv0ny2
941,0.198,0.0899,4,-25.087,1,0.0448,0.949,0.924,0.15,0.0711,111.868,audio_features,5776PanLfe9zLJMhDbMBgW,spotify:track:5776PanLfe9zLJMhDbMBgW,https://api.spotify.com/v1/tracks/5776PanLfe9zLJMhDbMBgW,https://api.spotify.com/v1/audio-analysis/5776PanLfe9zLJMhDbMBgW,160240,4,941,941,"Lo, the full, final sacrifice, Op.26: Amen - Instrumental",Gerald Finzi,5776PanLfe9zLJMhDbMBgW
942,0.0598,0.191,7,-16.699,0,0.04,0.638,0.897,0.0956,0.0371,54.067,audio_features,1kHETSWzScobcs0K5JsVc0,spotify:track:1kHETSWzScobcs0K5JsVc0,https://api.spotify.com/v1/tracks/1kHETSWzScobcs0K5JsVc0,https://api.spotify.com/v1/audio-analysis/1kHETSWzScobcs0K5JsVc0,232000,4,942,942,A,Thomas Farnon,1kHETSWzScobcs0K5JsVc0
943,0.449,0.0636,9,-25.857,1,0.0517,0.993,0.918,0.0823,0.308,76.735,audio_features,68EjEEyGv2FcTVv9wsrJdT,spotify:track:68EjEEyGv2FcTVv9wsrJdT,https://api.spotify.com/v1/tracks/68EjEEyGv2FcTVv9wsrJdT,https://api.spotify.com/v1/audio-analysis/68EjEEyGv2FcTVv9wsrJdT,213600,3,943,943,Tröstevisa,Benny Andersson,68EjEEyGv2FcTVv9wsrJdT
944,0.0754,0.102,5,-24.6,1,0.0483,0.783,0.906,0.0997,0.0359,79.594,audio_features,7xUMMOKO7UrqKa7x4XqaKa,spotify:track:7xUMMOKO7UrqKa7x4XqaKa,https://api.spotify.com/v1/tracks/7xUMMOKO7UrqKa7x4XqaKa,https://api.spotify.com/v1/audio-analysis/7xUMMOKO7UrqKa7x4XqaKa,284853,4,944,944,DANCE: I. when you're broken up,Anna Clyne,7xUMMOKO7UrqKa7x4XqaKa
945,0.337,0.0454,0,-20.546,0,0.0409,0.992,0.95,0.113,0.069,108.437,audio_features,7HxNsdmd735QOTD6tXKbBm,spotify:track:7HxNsdmd735QOTD6tXKbBm,https://api.spotify.com/v1/tracks/7HxNsdmd735QOTD6tXKbBm,https://api.spotify.com/v1/audio-analysis/7HxNsdmd735QOTD6tXKbBm,170250,4,945,945,Saving Daylight,The Barton Brothers,7HxNsdmd735QOTD6tXKbBm
946,0.14,0.218,0,-16.524,0,0.042,0.93,0.793,0.112,0.032,85.402,audio_features,5ufCopwrQuarKWJv1joxmb,spotify:track:5ufCopwrQuarKWJv1joxmb,https://api.spotify.com/v1/tracks/5ufCopwrQuarKWJv1joxmb,https://api.spotify.com/v1/audio-analysis/5ufCopwrQuarKWJv1joxmb,346199,4,946,946,Hiraeth,Scott Buckley,5ufCopwrQuarKWJv1joxmb
947,0.419,0.00981,2,-29.496,0,0.036,0.996,0.936,0.0839,0.203,102.591,audio_features,4VMQ52kwhOECEsDGstxyBj,spotify:track:4VMQ52kwhOECEsDGstxyBj,https://api.spotify.com/v1/tracks/4VMQ52kwhOECEsDGstxyBj,https://api.spotify.com/v1/audio-analysis/4VMQ52kwhOECEsDGstxyBj,267400,3,947,947,Lament in Tremelo Form,Laurindo Almeida,4VMQ52kwhOECEsDGstxyBj
948,0.345,0.0236,1,-27.979,1,0.0505,0.992,0.902,0.138,0.0557,135.7,audio_features,6yJWLGvhydE9b9Lpk68HYN,spotify:track:6yJWLGvhydE9b9Lpk68HYN,https://api.spotify.com/v1/tracks/6yJWLGvhydE9b9Lpk68HYN,https://api.spotify.com/v1/audio-analysis/6yJWLGvhydE9b9Lpk68HYN,353840,4,948,948,"Nocturne in D-Flat Major, Op. 27, No. 2",Frédéric Chopin,6yJWLGvhydE9b9Lpk68HYN
949,0.297,0.105,9,-24.571,0,0.0514,0.99,0.908,0.114,0.21,78.59,audio_features,4BZoYzYti7JySxL3yxZGfi,spotify:track:4BZoYzYti7JySxL3yxZGfi,https://api.spotify.com/v1/tracks/4BZoYzYti7JySxL3yxZGfi,https://api.spotify.com/v1/audio-analysis/4BZoYzYti7JySxL3yxZGfi,149413,4,949,949,Silence,Silvan Rupp,4BZoYzYti7JySxL3yxZGfi
950,0.315,0.00319,9,-35.43,1,0.0663,0.995,0.914,0.0822,0.217,66.645,audio_features,4U9G8GTbNsResg1stwT3BK,spotify:track:4U9G8GTbNsResg1stwT3BK,https://api.spotify.com/v1/tracks/4U9G8GTbNsResg1stwT3BK,https://api.spotify.com/v1/audio-analysis/4U9G8GTbNsResg1stwT3BK,152587,3,950,950,"Aria variata in A Minor, BWV 989: Var. 10, —",Johann Sebastian Bach,4U9G8GTbNsResg1stwT3BK
951,0.126,0.204,10,-20.427,1,0.0362,0.886,0.927,0.369,0.0661,94.672,audio_features,6u9kkqfjdZPxAxEtHmGl68,spotify:track:6u9kkqfjdZPxAxEtHmGl68,https://api.spotify.com/v1/tracks/6u9kkqfjdZPxAxEtHmGl68,https://api.spotify.com/v1/audio-analysis/6u9kkqfjdZPxAxEtHmGl68,261957,4,951,951,All This Will Happen Again,Andrew Bayer,6u9kkqfjdZPxAxEtHmGl68
952,0.389,0.0198,11,-30.706,0,0.0446,0.995,0.953,0.0699,0.634,171.354,audio_features,7065v1WsWaUVaH0ZPRwhkC,spotify:track:7065v1WsWaUVaH0ZPRwhkC,https://api.spotify.com/v1/tracks/7065v1WsWaUVaH0ZPRwhkC,https://api.spotify.com/v1/audio-analysis/7065v1WsWaUVaH0ZPRwhkC,179483,3,952,952,Transience,Edvard Kravchuk,7065v1WsWaUVaH0ZPRwhkC
953,0.499,0.00747,11,-37.463,1,0.05,0.996,0.915,0.108,0.239,63.975,audio_features,68TzUzHwdu2SpvWwJ0zANX,spotify:track:68TzUzHwdu2SpvWwJ0zANX,https://api.spotify.com/v1/tracks/68TzUzHwdu2SpvWwJ0zANX,https://api.spotify.com/v1/audio-analysis/68TzUzHwdu2SpvWwJ0zANX,142000,1,953,953,"Jeux d'enfants, Op.22 WD 56: 3. La poupée",Georges Bizet,68TzUzHwdu2SpvWwJ0zANX
954,0.228,0.0151,5,-30.016,0,0.0445,0.989,0.56,0.0936,0.0862,144.674,audio_features,44xfsV9BcAedtTkrLYj45A,spotify:track:44xfsV9BcAedtTkrLYj45A,https://api.spotify.com/v1/tracks/44xfsV9BcAedtTkrLYj45A,https://api.spotify.com/v1/audio-analysis/44xfsV9BcAedtTkrLYj45A,169480,3,954,954,Nostalgie (Version for Cello & Piano),Vaja Azarashvili,44xfsV9BcAedtTkrLYj45A
955,0.317,0.00558,1,-31.939,1,0.0427,0.994,0.938,0.136,0.0463,168.635,audio_features,39BmKp8vRdEd1Do4BXhHsd,spotify:track:39BmKp8vRdEd1Do4BXhHsd,https://api.spotify.com/v1/tracks/39BmKp8vRdEd1Do4BXhHsd,https://api.spotify.com/v1/audio-analysis/39BmKp8vRdEd1Do4BXhHsd,223787,3,955,955,"Moments musicaux, Op. 16: No. 5 in D-Flat Major. Adagio sostenuto",Sergei Rachmaninoff,39BmKp8vRdEd1Do4BXhHsd
956,0.419,0.0939,1,-16.353,1,0.0311,0.989,0.924,0.119,0.138,129.929,audio_features,0ew9S7tvZPx57vVN9Dhz8v,spotify:track:0ew9S7tvZPx57vVN9Dhz8v,https://api.spotify.com/v1/tracks/0ew9S7tvZPx57vVN9Dhz8v,https://api.spotify.com/v1/audio-analysis/0ew9S7tvZPx57vVN9Dhz8v,218840,4,956,956,perceptions,Teodor Wolgers,0ew9S7tvZPx57vVN9Dhz8v
957,0.416,0.103,8,-19.699,1,0.039,0.979,0.928,0.111,0.113,131.156,audio_features,0viMyHxBFaOE0pHu6wtwzk,spotify:track:0viMyHxBFaOE0pHu6wtwzk,https://api.spotify.com/v1/tracks/0viMyHxBFaOE0pHu6wtwzk,https://api.spotify.com/v1/audio-analysis/0viMyHxBFaOE0pHu6wtwzk,178973,3,957,957,Alicia,Erik Söderlind,0viMyHxBFaOE0pHu6wtwzk
958,0.116,0.0127,5,-31.623,1,0.0638,0.954,0.95,0.0969,0.0357,65.44,audio_features,5WpGVggkaT3phJEwrVG3EC,spotify:track:5WpGVggkaT3phJEwrVG3EC,https://api.spotify.com/v1/tracks/5WpGVggkaT3phJEwrVG3EC,https://api.spotify.com/v1/audio-analysis/5WpGVggkaT3phJEwrVG3EC,212000,3,958,958,Sadko: Hindu Song (arr. N. Mercz): Hindu Song from the Opera 'Sadko',Nora Mercz,5WpGVggkaT3phJEwrVG3EC
959,0.336,0.00509,8,-34.928,1,0.0542,0.996,0.872,0.132,0.0819,67.494,audio_features,4JlmuGWtPY2McQsQq6MUmw,spotify:track:4JlmuGWtPY2McQsQq6MUmw,https://api.spotify.com/v1/tracks/4JlmuGWtPY2McQsQq6MUmw,https://api.spotify.com/v1/audio-analysis/4JlmuGWtPY2McQsQq6MUmw,282400,4,959,959,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile",Ludwig van Beethoven,4JlmuGWtPY2McQsQq6MUmw
960,0.298,0.0593,0,-28.131,0,0.0452,0.994,0.888,0.107,0.237,160.344,audio_features,3V11QUuUTJP23f6k9BZeGn,spotify:track:3V11QUuUTJP23f6k9BZeGn,https://api.spotify.com/v1/tracks/3V11QUuUTJP23f6k9BZeGn,https://api.spotify.com/v1/audio-analysis/3V11QUuUTJP23f6k9BZeGn,165611,4,960,960,Swells,Adam Daudrich,3V11QUuUTJP23f6k9BZeGn
961,0.188,0.0766,4,-22.764,1,0.0374,0.971,0.886,0.122,0.0406,73.537,audio_features,1mKyd8lD16mbV3XvEHPSCY,spotify:track:1mKyd8lD16mbV3XvEHPSCY,https://api.spotify.com/v1/tracks/1mKyd8lD16mbV3XvEHPSCY,https://api.spotify.com/v1/audio-analysis/1mKyd8lD16mbV3XvEHPSCY,350440,4,961,961,Concerto Caboclo: II. Moda di viola. Adagio,Paulo Bellinati,1mKyd8lD16mbV3XvEHPSCY
962,0.426,0.0153,1,-32.834,1,0.0372,0.993,0.957,0.108,0.265,104.717,audio_features,3mrWC8aEj9JrxKl6gQ0HRv,spotify:track:3mrWC8aEj9JrxKl6gQ0HRv,https://api.spotify.com/v1/tracks/3mrWC8aEj9JrxKl6gQ0HRv,https://api.spotify.com/v1/audio-analysis/3mrWC8aEj9JrxKl6gQ0HRv,332747,4,962,962,Reflection,Víkingur Ólafsson,3mrWC8aEj9JrxKl6gQ0HRv
963,0.3,0.0421,3,-29.594,0,0.0573,0.995,0.932,0.15,0.296,85.108,audio_features,78agvAPgzQVGyRvhfX6uEO,spotify:track:78agvAPgzQVGyRvhfX6uEO,https://api.spotify.com/v1/tracks/78agvAPgzQVGyRvhfX6uEO,https://api.spotify.com/v1/audio-analysis/78agvAPgzQVGyRvhfX6uEO,452160,4,963,963,Rust and Gold,Peter Pritchard,78agvAPgzQVGyRvhfX6uEO
964,0.298,0.0115,4,-35.504,0,0.0377,0.99,0.94,0.088,0.178,67.006,audio_features,1IsKX8UHybts7ESOZUfdqL,spotify:track:1IsKX8UHybts7ESOZUfdqL,https://api.spotify.com/v1/tracks/1IsKX8UHybts7ESOZUfdqL,https://api.spotify.com/v1/audio-analysis/1IsKX8UHybts7ESOZUfdqL,196933,3,964,964,Guitar Suite No. 2: II. Serenata,Inocente Carreño,1IsKX8UHybts7ESOZUfdqL
965,0.399,0.312,4,-14.069,0,0.0324,0.932,0.274,0.159,0.122,131.07,audio_features,1g6GzYj6ye18Lk5I2wSZri,spotify:track:1g6GzYj6ye18Lk5I2wSZri,https://api.spotify.com/v1/tracks/1g6GzYj6ye18Lk5I2wSZri,https://api.spotify.com/v1/audio-analysis/1g6GzYj6ye18Lk5I2wSZri,173677,4,965,965,Lights,Florian Christl,1g6GzYj6ye18Lk5I2wSZri
966,0.328,0.00348,11,-36.985,0,0.0583,0.989,0.912,0.0644,0.266,75.039,audio_features,13N9Wd7JX346ZZqUwTxkwo,spotify:track:13N9Wd7JX346ZZqUwTxkwo,https://api.spotify.com/v1/tracks/13N9Wd7JX346ZZqUwTxkwo,https://api.spotify.com/v1/audio-analysis/13N9Wd7JX346ZZqUwTxkwo,248880,5,966,966,Piano Sonata No. 9: II. Lento,Anis Fuleihan,13N9Wd7JX346ZZqUwTxkwo
967,0.278,0.000879,8,-38.243,1,0.0525,0.851,0.987,0.0892,0.0396,64.154,audio_features,0sBqNVnk1Z8VYfQMkHGskp,spotify:track:0sBqNVnk1Z8VYfQMkHGskp,https://api.spotify.com/v1/tracks/0sBqNVnk1Z8VYfQMkHGskp,https://api.spotify.com/v1/audio-analysis/0sBqNVnk1Z8VYfQMkHGskp,172389,3,967,967,On the Atlantic Ocean,Ben Sollee,0sBqNVnk1Z8VYfQMkHGskp
968,0.138,0.0109,6,-31.754,0,0.0487,0.805,0.845,0.0999,0.0376,101.226,audio_features,0ObV8vQoB8SJLf6vGv4xhB,spotify:track:0ObV8vQoB8SJLf6vGv4xhB,https://api.spotify.com/v1/tracks/0ObV8vQoB8SJLf6vGv4xhB,https://api.spotify.com/v1/audio-analysis/0ObV8vQoB8SJLf6vGv4xhB,421560,4,968,968,Crisantemi for string orchestra,Giacomo Puccini,0ObV8vQoB8SJLf6vGv4xhB
969,0.0948,0.228,7,-14.126,0,0.041,0.985,0.899,0.104,0.0364,76.417,audio_features,0ckoIqXxZFaR2Cr7mANvow,spotify:track:0ckoIqXxZFaR2Cr7mANvow,https://api.spotify.com/v1/tracks/0ckoIqXxZFaR2Cr7mANvow,https://api.spotify.com/v1/audio-analysis/0ckoIqXxZFaR2Cr7mANvow,262667,5,969,969,Infinite,Dan Evmark,0ckoIqXxZFaR2Cr7mANvow
970,0.339,0.0651,9,-21.35,0,0.0502,0.995,0.914,0.146,0.243,66.494,audio_features,3BYzUvWqRbMqgAFJ0RKOit,spotify:track:3BYzUvWqRbMqgAFJ0RKOit,https://api.spotify.com/v1/tracks/3BYzUvWqRbMqgAFJ0RKOit,https://api.spotify.com/v1/audio-analysis/3BYzUvWqRbMqgAFJ0RKOit,184000,4,970,970,Your Power,Bea Westphal,3BYzUvWqRbMqgAFJ0RKOit
971,0.407,0.114,9,-25.778,1,0.0499,0.989,0.943,0.0985,0.0614,114.752,audio_features,4lu6zYkghmAlCnDcgKqJcY,spotify:track:4lu6zYkghmAlCnDcgKqJcY,https://api.spotify.com/v1/tracks/4lu6zYkghmAlCnDcgKqJcY,https://api.spotify.com/v1/audio-analysis/4lu6zYkghmAlCnDcgKqJcY,210584,4,971,971,Halo,Mia Carrera,4lu6zYkghmAlCnDcgKqJcY
